doc_uid,state,doc_id,source_path,renewal_type,notice_period,renewal_status,renewal_evidence,evaluation,evaluation_status,evaluation_evidence,baseline_keyword_renewal,baseline_keyword_eval
California/13142023,California,13142023,d:\NLP_Project_tasks_6_8_11\OCR_output\California\13142023.txt,by_mutual_agreement,,found,"Letter of Intent to Support Port Decarbonization and the Development of Green Shipping Corridors Between the Ministry of Land, Infrastructure, Transport and Tourism of Japan (MLIT) and the State of California The Ministry of Land, Infrastr… || and the State of California, The United States of America renewed in 2022 (2022 Japan - California Climate Change and Trade MOCI memorializes intentions",present,found,"these actions contribute to establishing green shipping corridors on container shipping routes connecting these ports. Japan's Carbon Neutral Port Initiative includes low-carbon and zero- carbon cargo-handling equipment in ports, as well a… || information, technical know-how, and best practices related to CEC's strategic plan and programs to assess and prepare ports in California to support offshore",True,True
California/13212022,California,13212022,d:\NLP_Project_tasks_6_8_11\OCR_output\California\13212022.txt,by_mutual_agreement,,found,"resolved through consultations between the Participants, who will endeavor in good faith to resolve: such differences. SECTION IX || otherwise modify this MOC. This MOC mayl be modified at any timel by mutual consent of the Participants.. Any modification",absent,absent,,True,False
California/1352021,California,1352021,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1352021.txt,by_mutual_agreement,,found,"appliances; (v) water production, distribution, and conservation; (vi) logistics I for goods and people I and smart cities; and (vii) other sectors that are mutually agreed by the Parties to discuss. SECTION III Coordination The parties re… || Party, in writing, a notice of its desire to do sO. This Memorandum of Understanding may be modified at any time by mutual consent of",absent,absent,,True,False
California/1392021,California,1392021,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1392021.txt,by_mutual_agreement,,found,"Memorandum of Understanding will be resolved through consultations between the Participants, which will endeavor in good faith to resolve such differences. || Participants may otherwise modify this Memorandum of Understanding. This Memorandum of Understanding may be modified at any time by mutual consent of the",present,found,"4. Water policies contributing to the transition to a carbon neutral economy: Sharing ideas and approaches for auditing, benchmarking, and other policies that || b) Monitor the progress of implementation of the action plan; c) Prepare biannual progress summaries to the Parties; and",True,True
California/1392022,California,1392022,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1392022.txt,by_mutual_agreement,,found,AEEJ Desarrollo advreiad Estado deE de Energia Jalisco Economico ENERGY COMMISSION Jalisco GOBIERNO EL ESTADO SECTION XIII Final Provisions This Memorandum of Understanding may be modified at any time by mutual consent of the Participants.… || Jalisco GOBIERNO EL ESTADO SECTION XIII Final Provisions This Memorandum of Understanding may be modified at any time by mutual consent,absent,absent,,True,False
California/14182022,California,14182022,d:\NLP_Project_tasks_6_8_11\OCR_output\California\14182022.txt,automatic,,found,"I) Other mutually agreed activities. SECTION III Coordination The Participants will, on a regular basis, inform and consult with the other on matters of common interest that represent opportunities for mutual benefit consistent with this M… || SECTION VIII Interpretation and Application Any difference that may arise in relation to the interpretation or application of this Memorandum of Understanding will be resolved through consultations between the Participants, who will endeav…",absent,absent,,True,False
California/14212023,California,14212023,d:\NLP_Project_tasks_6_8_11\OCR_output\California\14212023.txt,by_mutual_agreement,,found,"Memorandum of Understanding or formalize a new one. This Memorandum of Understanding may be modified at any time by mutual consent of || Memorandum of Understanding will be resolved through consultations between the Participants, which will endeavor in good faith to resolve such differences.",present,found,"2 SECTION I Objective The purpose of this Memorandum of Understanding (MOU) is to establish a flexible framework between the Participants in order to permit them to expand cooperation on the basis of equality and mutual benefit in the aren… || of cooperation: a) Energy efficiency (e.g., code compliance, data collection, data laboratories); b) Emissions monitoring, reporting, verification, and enforcement,",True,True
California/14282021,California,14282021,d:\NLP_Project_tasks_6_8_11\OCR_output\California\14282021.txt,by_mutual_agreement,,found,"Participants, who will endeavor in good faith to resolve such differences. SECTION X Final Provisions This Memorandum of Understanding is effective from the date of its signature, for a 5- || This Memorandum of Understanding may be modified at any time by mutual consent of the Participants. Any modification shall be made in writing and specify the date on which",absent,absent,,True,False
California/15272022,California,15272022,d:\NLP_Project_tasks_6_8_11\OCR_output\California\15272022.txt,by_mutual_agreement,,found,"c) Collaborate on specific projects, including technology and infrastructure demonstration projects; d) Exchange ideas on working with the private sector to overcome supply chain constraints, trade barriers and/or increase the production v… || this Memorandum of Cooperation will be resolved through consultations between the Participants, who will endeavor in good faith to resolve such",absent,absent,,True,False
California/1692022,California,1692022,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1692022.txt,by_mutual_agreement,,found,"Participants and to remain valid for five years. The Participants may extend this MOC upon their mutual written consent. || (b) The Participants may modify this MOC at any time upon their mutual written consent. (c) Either Participant may, at any time, terminate this MOC by providing a",present,found,"(ili) Sharing ofinformation and best practices on biodiversity conservation in the face of the climate crisis, such as: understanding the impact of climate change and other stressors on biodiversity; protecting areas that are important for… || Agency and ECCC to establish a work plan to implement the objectives of this MOC and commit to report back on progress annually.",True,True
California/18122021,California,18122021,d:\NLP_Project_tasks_6_8_11\OCR_output\California\18122021.txt,automatic,,found,"iZik MH ERA4T i 1 E WWPFWANN4E), ER EUIJUWRSERIE. HILH JinHIEZ HU JEAAANNTE, MJIER Jj - bHHW. SECTION X Final Provisions This MOU is effective from the date of its signature, for a three year period. unless renewed or extended by the parti… || at any time, withdraw from this MOU by providing a written notice to the other participant. A participant that intends to withdraw from this MOU shall endeavor to",absent,absent,,True,False
California/1962022,California,1962022,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1962022.txt,by_mutual_agreement,,found,"Memorandum of Understanding will be resolved through consultations between the Participants, who will endeavor in good faith to resolve such differences. || Participants may otherwise modify this Memorandum of Understanding. This Memorandum of Understanding may be modified at any time by mutual consent of",present,found,"b) Share best practices, approaches and potential solutions in the field of zero- emission transportation market development; c) Exchange ideas and knowledge on how to stimulate innovation and facilitate entrepreneurship in the renewable e… || m) Share best practices on (micro)plastics and textiles waste reduction, circular economy approaches, monitoring, environmental and public health impact",True,True
California/1April10 ( CA - China Provinces),California,1April10 ( CA - China Provinces),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1April10 ( CA - China Provinces).txt,by_mutual_agreement,90 days,found,exhibitions Article VIII This MOU will become effective on the date of signature. Either of the Two Parties may terminate this MOU by giving the other party notice in writing 90 || Article III The Governor's Office of Business and Economic Development and China Chamber of Commerce for Import and Export of Mechanic and Electronic Products join the Working Group as representatives of business community designated by th…,absent,absent,,True,False
California/1April14,California,1April14,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1April14.txt,absent,,absent,,present,found,"Memorandum of Understanding On Friendly Cooperation Between The State of California, United States of America And Jiangsu Province, People's Republic of China At the invitation of Mr Luo Zhijun, Secretary of CPC Jiangsu Provincial Committe… || Jiangsu on April 14, 2013. During the visit, Governor Brown and Party Secretary Luo Zhijun held friendly talks and reviewed the",False,True
California/1April15,California,1April15,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1April15.txt,absent,,absent,,absent,absent,,False,False
California/1April17,California,1April17,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1April17.txt,absent,,absent,,absent,absent,,False,False
California/1April19,California,1April19,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1April19.txt,absent,,absent,,absent,absent,,False,False
California/1April30,California,1April30,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1April30.txt,by_mutual_agreement,,found,"CONTINUATION AND RENEWAL OF MEMORANDUM OF UNDERSTANDING ON THE DEVELOPMENT OF OFFSHORE WIND BETWEEN THE GOVERNMENT OF DENMARK AND THE CALIFORNIA ENERGY COMMISSION hereby jointly referred to as ""the Participants"" The purpose of this documen… || COMMISSION hereby jointly referred to as ""the Participants"" The purpose of this document is to continue and renew the Memorandum of Understanding",absent,absent,,True,False
California/1April6 (CA - Catalonia),California,1April6 (CA - Catalonia),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1April6 (CA - Catalonia).txt,absent,,absent,,absent,absent,,False,False
California/1August11,California,1August11,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1August11.txt,absent,,absent,,absent,absent,,False,False
California/1August23,California,1August23,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1August23.txt,by_mutual_agreement,,found,"effect for four (4) years subject to the provisions below. This MoU may be modified at any time by mutual consent of the Parties. || shall be resolved by the Parties by mutual agreement. ARTICLE XIV Final Provisions This MoU shall become effective upon its signature, and shall remain in",present,found,"4 ARTICLE V Work Programs The Parties shall draft Work Plans containing the following information: a) Objectives b) Implementation schedule c) Allocation of human and material resources d) Funding e) Responsibility of each Party f) Dissemi… || objectives above. ARTICLE VI Monitoring and Supervision Mechanisms Establish a mechanism for proper coordination, supervision, follow-up and",True,True
California/1August26,California,1August26,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1August26.txt,by_mutual_agreement,,found,"subject to the provisions below. This MoU may be modified at any time by mutual consent of the Participants. Any modification shall be made in writing and specify the date on which such modification is || Participants mutually decide otherwise. Signed in Sacramento, California, on August twenty-six, two thousand fourteen, in two",absent,absent,,True,False
California/1December10,California,1December10,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December10.txt,by_mutual_agreement,,found,"agricultural issues. This Letter of Intent builds upon the mutually beneficial partnership of the State of California and the Netherlands on environmental cooperation, established (October || and the Ministry of Economic Affairs of the Netherlands (hereinafter referred to as ""the Two Parties""), through friendly consultation, pledge their intent to cooperate on shared",absent,absent,,True,False
California/1December18,California,1December18,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December18.txt,absent,,absent,,present,found,"1. Share and explore innovations in fuel management methods, including prescribed and managed fire, pre-fire management, post-fire restoration, post-treatment monitoring and evaluation, tools and || forests are responding to changes in climatic conditions. 5. Share and explore innovations in low-carbon emitting, or carbon sequestering, utilization ofl harvested",False,True
California/1December21,California,1December21,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December21.txt,by_mutual_agreement,,found,the date of business meeting approval-and may be renewed thereafter by mutual agreement ofthe Participants. Either Participant may discontinue this Memorandum ofUnderstanding through || the Participants. SECTION 8. DURATION Cooperation under this Memorandum of Understanding is effective upon signature by the,absent,absent,,True,False
California/1December4,California,1December4,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December4.txt,automatic,,found,"Itis intended to provide quality simultaneous translation services at every meeting to ensure effective communication. Meeting date, location notice and agendas would be provided at least ten (10) days before the meeting and meeting minute… || Meeting date, location notice and agendas would be provided at least ten (10) days before the meeting and meeting minutes",absent,absent,,True,False
California/1December7,California,1December7,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December7.txt,automatic,,found,Joint Declaration. 10. AMENDMENTS This Joint Declaration may be modified in writing by mutual consent of France and California. || supports the objectives of this Joint Declaration may be shared amongst them in other to achieve the objectives of this.,present,found,"1. PURPOSE This joint declaration is being signed on the occasion and in the spirit of the COP21 international climate talks being held in Paris, France in December 2015, to promote cooperation on ambitious responses to climate change and … || reporting of greenhouse gases emissions, developing carbon pricing systems and other market based instruments, promoting reductions of emissions from forest management, developing climate planning,",True,True
California/1December7 (1),California,1December7 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December7 (1).txt,by_mutual_agreement,,found,"ill make reasonable efforts to return the Sensors to CARB. This MOC may be amended at any time as agreed by the Participants in writing. SECTION IV DISPUTE RESOLUTION, AUTHORIZED REPRESENTATIVES, NOTICES The Participants will use their bes… || SECTION IV DISPUTE RESOLUTION, AUTHORIZED REPRESENTATIVES, NOTICES The Participants will use their best efforts to settle amicably any dispute, controversy, or",present,found,"3. Inform CARB of any problems that may arise with the Sensors' operation and consult with CARB on potential solutions; 4. Undertake reasonable efforts to maintain the continued operation of the Sensors; 5. Use the data provided by the Sen… || operation; 4. Provide the Municipality with additional consultation on installation, maintenance, and other technical issues relating to the sensors as needed.",True,True
California/1December7 (2),California,1December7 (2),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1December7 (2).txt,absent,,absent,,present,found,"development report, implements bilateral cooperation, and provides consulting service for governments and companies. 1 pp || The two parties shall take turns organizing the annual low carbon leaders' conference, review the progress of existing cooperation programs, and",False,True
California/1February14,California,1February14,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1February14.txt,absent,,absent,,absent,absent,,False,False
California/1February26,California,1February26,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1February26.txt,automatic,,found,"mutual consent of the Parties. ARTICLE VI DURATION This Memorandum of Understanding is indefinite, but either party may withdraw from the Memorandum of Understanding [30] days after written || and does not create any legally binding rights or obligations for either Party. ARTICLE V MODIFICATIONS This Memorandum of Understanding may be modified at any time by",absent,absent,,True,False
California/1January30,California,1January30,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1January30.txt,automatic,,found,"This MOU may be amended or modified by mutual written consent of the Participants. Either Participant may terminate this MOU by providing the other with 30 days written notice. || any legally binding or enforceable rights or obligations, expressed or implied. Paragraph 9 NOTICES Any notice or other communication between the Participants under this MOU will be in writing",absent,absent,,True,False
California/1January9,California,1January9,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1January9.txt,automatic,,found,in advance of the termination. 6. Signing Authority. Each person signing this Letter of Intent represents and warrants that he || or she is duly authorized and has legal capacity to execute and deliver on the requirements created in this Letter of Intent and that executing this Letter of Intent will not violate any,absent,absent,,True,False
California/1July12,California,1July12,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1July12.txt,absent,,absent,,present,found,"LETTER OF INTENT, REGARDING ENVIRONMENTAL PROTECTION, SUBSCRIBED BY THE GOVERNMENT OF THE STATE OF CALIFORNIA, UNITED STATES OF AMERICA AND THE GOVERNMENT OF THE STATE OF MEXICO, UNITED STATES OF MEXICO. The State of California of the Unit… || Verification Centers' Control Systems operated in California, reducing emissions of contaminants and training public.officers in the State of Mexico for the use of such",False,True
California/1July29,California,1July29,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1July29.txt,by_mutual_agreement,,found,"This MOU will be applicable upon the date of its signature by both participants, and will remain in force during five years that may be renewed for equal periods, by mutual consent || 4 Paragraph 10 Final Provisions This MOU will not generate legally binding obligations for any of ""the Participants"". This MOU will be applicable upon the date of its signature by both participants, and will remain in force during five yea…",absent,absent,,True,False
California/1July30,California,1July30,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1July30.txt,absent,,absent,,absent,absent,,False,False
California/1July30 (1),California,1July30 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1July30 (1).txt,automatic,,found,"This MOU may be modified at any time by mutual consent of the Participants. Any modification shall be made in writing and specify the date on || ARTICLE IX Final Provisions This MOU shall become effective upon its signature, and shall remain in effect for an-indefinite duration, subject to the provisions below.",absent,absent,,True,False
California/1July5,California,1July5,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1July5.txt,automatic,,found,"agreed upon by all parties. IV.3.- Unless canceled by any party, this MOU will automatically be renewed for one-year periods, until a new agreement that substitutes or modifies it is signed. || All amendments and/or extensions or subsequent contracts entered into for the same or continued purposes are executed contingent upon",present,found,"GOBIERNO MINISTERIO DE ESPANA DE EDUCACOR CULTURA Y DEPORTE - Ministry of Education, Culture and Sport of Spain California Department of Education years unless exceptional circumstances occur as to require modification of said time limits,… || implementation of this program. This report will suggest proposals for improvement. IV.] DURATION IV.1.- This MOU is valid for four years and may be canceled on demand by either party due to",True,True
California/1June1,California,1June1,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June1.txt,by_mutual_agreement,,found,"specific highlight the economic risks ofinaction on climate change. milestones and appropriatet targets and lannual progress reports tol PCC leaders. PCC Governorsa and the Premier ofBritish Columbia will meet Asas sector focused on evalua… || leaders. PCC Governorsa and the Premier ofBritish Columbia will meet Asas sector focused on evaluating and underwriting; risk, the insurance",present,found,"has committed significant fundingt to Federal Forest Health Program fires by purchasinga private insurance policy that helpst to cover firefighting toi increase thep pace and scale offorest restoration and fire resilience on expenses when … || doption amongf fleets and the broader market, the PCC is committingto woodstovea and diesel retrofit programs, and will be reviewing data from work with major West Coast cities tol help create a comprehensivel Pacific ambient ozone and met…",True,True
California/1June1 (1),California,1June1 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June1 (1).txt,by_mutual_agreement,,found,"Coast Jurisdictions and Cities creates the opportunity to extend these than 3,000 today. Los Angeles] leads the country ast the city with the successfull benchmarking: and disclosure programs throughout the most installed megawatts ofsolar… || , supply ofvehicles needs tol be sufficient to heating tol lower carbon fuels and are encouraging new infrastructure meet demand. California's Zero Emission Vehicle Program and related models, such as district! heating. Regional collaborat…",present,found,"h, stakeholder Collaborativet to encourage public and private Aleet conversion to ZEVS, engagement, and policy development and implementation at the state, aiming for 10% ZEV procurement for all new fleet vehicle purchases in provincial, a… || systems, buildings, transportation, and waste management; building energy benchmarking and disclosure, aiming for atleast",True,True
California/1June14,California,1June14,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June14.txt,absent,,absent,,absent,absent,,False,False
California/1June24 (1),California,1June24 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June24 (1).txt,by_mutual_agreement,,found,"SAGARPA cdfa SECRETARIA DE AGRICUITURA, GANADERIA. DESAKROLLO RURAL: PESCA Y ALIMINTACION CALIFORNIA DEPARTMENT OF FOOD & AGRICULTURE b) Promote the exchange of information in areas of conventional and organic agricultural production. c) P… || achievements obtained based on this Memorandum of Understanding. ""The Parties"" will keep informed their respective international affairs offices, on the progress",present,found,"""The Parties"" could prepare in a joint manner, reports and evaluations, considering comments from technical areas participating in the cooperation actions, to assess the progress and || SAGARPA cdfa SECRETARIAT DE AGRICULTURA, GANADERIA. DESARROLLO RURAL PESCA Y ALMENTACION CALIFORNIA DEPARTMENT OF FOOD & AGRICULTURE THIRD PARAGRAPH PARTICIPATING PERSONNEL Each party shall carry out the necessary procedures with competent…",True,True
California/1June26,California,1June26,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June26.txt,automatic,,found,"effective unless otherwise amended in writing and signed by the participants. 7. AMENDMENT This Memorandum of Understanding may be revised by mutual written consent of the participants at || Nathalie Morin, Director General, Energy and Transportation Directorate, Environment and Climate Change Canada 2) The points of contact for this Memorandum of Understanding will:",present,found,"a lifecycle basis. Share information and seek areas ofl harmonization on life cycle assessment methodologies and data, including around indirect land use change. Share information and lessons learned on the establishment and operation of a… || and the California Air Resources Board's respective competencies and based on principles of equality, reciprocity, information exchange and mutual benefit. 1. AREAS OF COOPERATION Collaborate on the development of policies and programs tha…",True,True
California/1June5,California,1June5,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June5.txt,by_mutual_agreement,,found,7. Other areas mutually agreed by the Participants. Paragraph 3 IMPLEMENTATION The implementation of this MOU will be led by the Governor's Office: and Energy Resources || five (5).vear rs thereafter This MOU may be renewed for equal periods by mutual consent of the Participants until terminated,absent,absent,,True,False
California/1June6,California,1June6,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June6.txt,automatic,,found,"To achieve these objectives, the Participants agree to develop the California-China Clean Technology Partnership (CCCTP, hereinafter referred to as the ""Partnership""), which will allow the Participants to communicate and cooperate on matte… || five (5) years thereafter. This MOU may be renewed for equal periods by mutual consent of the Participants until terminated",absent,absent,,True,False
California/1June7,California,1June7,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June7.txt,by_mutual_agreement,,found,This MOU may be amended or modified by mutual written consent of the Participants. 30 Either Participant may terminate this MOU by providing the other with 30 days || h a This MOU may be renewed for equal periods by mutual consent of the Participants until terminated through written notice.,absent,absent,,True,False
California/1June7 (1),California,1June7 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June7 (1).txt,by_mutual_agreement,,found,"Memorandum of Understanding on Environment Cooperation The California Environmental Protection Agency And The Beijing Municipal Environmental Protection Bureau The intent of this Memorandum of Understanding on Environment Cooperation is to… || meetings; Collaborative research on pollution prevention and control; Best policy practice and knowledge, and experience sharing; Capacity building through study tours, lab comparisons, in-depth technical trainings, and invited lectures; E…",present,found,"Memorandum of Understanding on Environment Cooperation The California Environmental Protection Agency And The Beijing Municipal Environmental Protection Bureau The intent of this Memorandum of Understanding on Environment Cooperation is to… || meetings; Collaborative research on pollution prevention and control; Best policy practice and knowledge, and experience sharing; Capacity building through study tours, lab comparisons, in-depth technical trainings, and invited lectures; E…",True,True
California/1June7 (2),California,1June7 (2),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June7 (2).txt,by_mutual_agreement,,found,"party. VI. Execution and Validity This MOU is executed on June 7, 2016, in Beijing, China. The MOU is executed in duplicate in Chinese and English; both versions are equally authentic. This MOU shall come into force upon execution by both … || terminate this MOU, it shall notify the other party in writing six months in advance, and the solution shall be negotiated jointly by",absent,absent,,True,False
California/1June9,California,1June9,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1June9.txt,by_mutual_agreement,,found,"written notice. JAE - n KE. This MOU may be amended or modified by mutual written consent of the Participants. + - Either Participant may terminate this MOU by providing the other with 30 days || will remain in force for five (5) years thereafter, and may be renewed for equal periods by mutual consent of the Participants, until terminated through",absent,absent,,True,False
California/1March11,California,1March11,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1March11.txt,by_mutual_agreement,,found,OF ALIF ENERGY COMMISSION Provincie SINCE 1975 Noord-Holland 3) To assign the Coast to Coast e-Mobility program to be liaison between the California Energy Commission and the Province of Noord-Holland on these developments for at least thr… || Coast to Coast e-Mobility (see Article 4). 2 OF ALIF ENERGY COMMISSION Provincie SINCE 1975 Noord-Holland 3) To assign the Coast to Coast e-Mobility program to be liaison between the,present,found,"OF ALIF ENERGY COMMISSION Provincie SINCE 1975 Noord-Holland 3) To assign the Coast to Coast e-Mobility program to be liaison between the California Energy Commission and the Province of Noord-Holland on these developments for at least thr… || IB Program; if the Program is not extended the Consulate General intends to coordinate the last year), and 4) To require that the Coast to Coast e-Mobility program reports annually on the",True,True
California/1March15,California,1March15,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1March15.txt,automatic,30 days,found,be proposed by the BMA or the Supervisors on a permanent basis or in light of specific circumstances. A list of such forums shall be maintained by the BMA and all Supervisors shall be consulted on or informed of any changes as necessary. A… || 2. A Supervisor may terminate its participation in this MMOU at any time by giving at least 30 days prior notice in writing to the BMA which shall inform all other Supervisors without delay. The retiring Supervisor may continue to cooperat…,present,found,"be proposed by the BMA or the Supervisors on a permanent basis or in light of specific circumstances. A list of such forums shall be maintained by the BMA and all Supervisors shall be consulted on or informed of any changes as necessary. A… || (a) Facilitate group-wide supervision, entailing in particular but not limited to, an assessment of the Group's: (1) financial situation, (2) compliance with the rules on solvency, (3) risk",True,True
California/1March28,California,1March28,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1March28.txt,by_mutual_agreement,,found,"The scope of the above activities and cooperation may be changed or extended to other areas by written consent of the Participants. || thirty (30) days written notice to the other Participants. iii) This MOU may be modified in writing by mutual consent of the Participants, and",present,found,"DSM; e. Policy analysis for assessment of energy sector alternatives; f. Renewable energy grid integration, policies and programs. || distribution of electricity; C. Regulatory framework forfacilitatingDSM; d. Training ofthe staffofthe regulatory commissions and the utilities in the area of",True,True
California/1March5,California,1March5,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1March5.txt,absent,,absent,,absent,absent,,False,False
California/1May11,California,1May11,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1May11.txt,absent,,absent,,present,found,"Memorandum of Understanding On Friendly Exchanges and Cooperation Between The State of California, United States of America And Osaka Prefecture, Japan At the invitation ofMr. Edmund G. Brown Jr., Governor of California, Mr. Ichiro Matsui,… || And Osaka Prefecture, Japan At the invitation ofMr. Edmund G. Brown Jr., Governor of California, Mr. Ichiro Matsui, Governor of Osaka Prefecture led an official delegation to visit Sacramento, California on June 11,",False,True
California/1May24,California,1May24,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1May24.txt,by_mutual_agreement,,found,"the Ministry of Infrastructure and the Environment of the Kingdom of the Netherlands (hereinafter referred to as ""the Two Parties""), through friendly consultation, renew their || between their two governments. This collaboration has included the Letters of Intent between them signed October 30, 2013 in Sacramento, California and on March 3, 2015",absent,absent,,True,False
California/1May25,California,1May25,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1May25.txt,absent,,absent,,absent,absent,,False,False
California/1November11,California,1November11,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1November11.txt,automatic,,found,"responsibility for implementing this Memorandum. The Parties may, by written notice to the other. Party, designate additional or different persons as points of contact but the Parties expect || other partnerships as appropriate. (d) The Parties will periodically evaluate the effectiveness of working in collaboration,",present,found,"other regions, development of templates, case studies analysis, tool and resource sharing, and analysis of governance structures in specific || other partnerships as appropriate. (d) The Parties will periodically evaluate the effectiveness of working in collaboration,",True,True
California/1November12,California,1November12,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1November12.txt,automatic,,found,"conclude a Memorandum of Understanding (MOU). 4. Coordination: In order to carry out and fulfil the aims of this Lol, each party will appoint an (the) || under this Lol. A general evaluation of this cooperation and its future will be conducted and reported upon completing 12 months from the date of signing the Lol.",present,found,"b. Emissions C. Enforcement d. Data use and data sharing e. Cybersecurity 3. General understanding 1. Duration of Lol: This Lol shall be operational upon signing by both parties, will be deemed to commence on || under this Lol. A general evaluation of this cooperation and its future will be conducted and reported upon completing 12 months from the date of signing the Lol.",True,True
California/1November13,California,1November13,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1November13.txt,by_mutual_agreement,,found,"This Letter of Intent may be modified at any time by mutual consent of the Parties. Any modification will bei madei in writing and specify the date on which such modification is tol become || mutually decide otherwise. This Letter of Intenti is signed on 13 November 2019 in Sacramento, California; each of the two",absent,absent,,True,False
California/1November2,California,1November2,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1November2.txt,by_mutual_agreement,,found,"6 (1) The Participants have decided that any disagreement arising from the implementation of this MOU shall be settled in writing over amicable discussion; || (E) EF, * RE E, * PjEt, HTYFLZ; (2) This MOU is valid for three years upon the date of signature. The MOU may be extended and modified with the written consent of the Participants;",absent,absent,,True,False
California/1November2 (1),California,1November2 (1),d:\NLP_Project_tasks_6_8_11\OCR_output\California\1November2 (1).txt,by_mutual_agreement,,found,"The MOU may be extended and modified with the mutual written consent of the Participants; (E) XXJJ1 E19 X IES it, JU I ; || implementation of this MOU shall be settled in writing over amicable discussion; (I) + - EXITJ HE, R, a JIFEEI; (2) This MOU is valid for three years upon the date of signature.",absent,absent,,True,False
California/1November7,California,1November7,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1November7.txt,absent,,absent,,absent,absent,,False,False
California/1November8,California,1November8,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1November8.txt,by_mutual_agreement,,found,"technologies, including within energy-intensive industries and transportation, and carry out technology exchange and promotion; Activities that support subnational climate change leadership on low carbon development and cities' low carbon … || pollution prevention of industry park, low carbon and recycling development; and Other mutually agreed activities. ARTICLE 2 Forms of Cooperation",absent,absent,,True,False
California/1November9,California,1November9,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1November9.txt,absent,,absent,,absent,absent,,False,False
California/1October14,California,1October14,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1October14.txt,absent,,absent,,absent,absent,,False,False
California/1October2,California,1October2,d:\NLP_Project_tasks_6_8_11\OCR_output\California\1October2.txt,automatic,,found,This MOU mayl be amended or modified by mutual written consent of the Participants. Either Participant may terminate this MOU by providing the other with 30 days written notice. || resolved through consultations. Paragraph 9 NOTICES Any notice or other communication between the Participants under this MOU will be in writing,present,found,"- Energy efficiency (code compliance, data collection, datal laboratories); Emissions monitoring, reporting, verification, and enforcement; || . Clean energy technology; a. Environment, e.g.: Air quality (including air pollution abatement); Waste stream efficiency;",True,True
